origin,destination,year,inflows
Sweden,Luxembourg,2008,186
Sweden,Luxembourg,2009,111
Sweden,Luxembourg,2010,131
Sweden,Luxembourg,2011,97
Sweden,Luxembourg,2012,126
Sweden,Luxembourg,2013,139
Sweden,Luxembourg,2014,164
Sweden,Luxembourg,2015,150
Sweden,Luxembourg,2016,123
Sweden,Netherlands,2000,631
Sweden,Netherlands,2001,548
Sweden,Netherlands,2002,522
Sweden,Netherlands,2003,412
Sweden,Netherlands,2004,475
Sweden,Netherlands,2005,445
Sweden,Netherlands,2006,537
Sweden,Netherlands,2007,560
Sweden,Netherlands,2008,622
Sweden,Netherlands,2009,662
Sweden,Netherlands,2010,695
Sweden,Netherlands,2011,761
Sweden,Netherlands,2012,778
Sweden,Netherlands,2013,769
Sweden,Netherlands,2014,853
Sweden,Netherlands,2015,967
Sweden,Netherlands,2016,950
Sweden,Norway,2000,3502
Sweden,Norway,2001,3069
Sweden,Norway,2002,2861
Sweden,Norway,2003,2666
Sweden,Norway,2004,2418
Sweden,Norway,2005,2697
Sweden,Norway,2006,3358
Sweden,Norway,2007,4432
Sweden,Norway,2008,5692
Sweden,Norway,2009,6033
Sweden,Norway,2010,7595
Sweden,Norway,2011,8201
Sweden,Norway,2012,5728
Sweden,Norway,2013,5271
Sweden,Norway,2014,4626
Sweden,Norway,2015,3603
Sweden,Norway,2016,2454
Sweden,Poland,2000,205
Sweden,Poland,2001,291
Sweden,Poland,2002,478
Sweden,Poland,2003,336
Sweden,Poland,2004,443
Sweden,Poland,2005,425
Sweden,Poland,2006,186
Sweden,Poland,2007,305
Sweden,Poland,2008,199
Sweden,Poland,2009,201
Sweden,Poland,2010,257
Sweden,Poland,2011,298
Sweden,Poland,2012,298
Sweden,Poland,2013,312
Sweden,Poland,2014,313
Sweden,Poland,2015,257
Sweden,Poland,2016,252
Sweden,Slovak Republic,2003,21
Sweden,Slovak Republic,2004,34
Sweden,Slovak Republic,2005,26
Sweden,Slovak Republic,2006,49
Sweden,Slovak Republic,2007,48
Sweden,Slovak Republic,2008,53
Sweden,Slovak Republic,2009,55
Sweden,Slovak Republic,2010,32
Sweden,Slovak Republic,2011,18
Sweden,Slovak Republic,2012,20
Sweden,Slovak Republic,2013,22
Sweden,Slovak Republic,2014,11
Sweden,Slovak Republic,2015,14
Sweden,Slovak Republic,2016,21
Sweden,Spain,2000,1378
Sweden,Spain,2001,1616
Sweden,Spain,2002,1609
Sweden,Spain,2003,1432
Sweden,Spain,2004,1771
Sweden,Spain,2005,2096
Sweden,Spain,2006,2152
Sweden,Spain,2007,2170
Sweden,Spain,2008,1556
Sweden,Spain,2009,1433
Sweden,Spain,2010,1665
Sweden,Spain,2011,1635
Sweden,Spain,2012,1715
Sweden,Spain,2013,1593
Sweden,Spain,2014,1700
Sweden,Spain,2015,1673
Sweden,Spain,2016,1881
Sweden,Switzerland,2000,1007
Sweden,Switzerland,2001,909
Sweden,Switzerland,2002,808
Sweden,Switzerland,2003,680
Sweden,Switzerland,2004,672
Sweden,Switzerland,2005,688
Sweden,Switzerland,2006,774
Sweden,Switzerland,2007,1062
Sweden,Switzerland,2008,1095
Sweden,Switzerland,2009,973
Sweden,Switzerland,2010,964
Sweden,Switzerland,2011,921
Sweden,Switzerland,2012,802
Sweden,Switzerland,2013,987
Sweden,Switzerland,2014,802
Sweden,Switzerland,2015,857
Sweden,Switzerland,2016,791
Sweden,United Kingdom,2000,2008
Sweden,United Kingdom,2001,2553
Sweden,United Kingdom,2011,2000
Sweden,United Kingdom,2012,3000
Sweden,United Kingdom,2013,2000
Sweden,United Kingdom,2014,4000
Sweden,United Kingdom,2015,2000
Sweden,Estonia,2004,12
Sweden,Estonia,2005,27
Sweden,Estonia,2006,58
Sweden,Estonia,2007,65
Sweden,Estonia,2008,63
Sweden,Estonia,2009,71
Sweden,Estonia,2010,28
Sweden,Estonia,2011,4
Sweden,Estonia,2012,4
Sweden,Estonia,2013,4
Sweden,Estonia,2014,11
Sweden,Estonia,2015,139
Sweden,Estonia,2016,129
Sweden,Slovenia,2007,35
Sweden,Slovenia,2008,24
Sweden,Slovenia,2009,30
Sweden,Slovenia,2010,31
Sweden,Slovenia,2011,28
Sweden,Slovenia,2012,20
Sweden,Slovenia,2013,18
Sweden,Slovenia,2014,20
Sweden,Slovenia,2015,25
Sweden,Slovenia,2016,21
Switzerland,Austria,2000,444
Switzerland,Austria,2001,488
Switzerland,Austria,2002,435
Switzerland,Austria,2003,500
Switzerland,Austria,2004,590
Switzerland,Austria,2005,516
Switzerland,Austria,2006,591
Switzerland,Austria,2007,621
Switzerland,Austria,2008,644
Switzerland,Austria,2009,505
Switzerland,Austria,2010,651
Switzerland,Austria,2011,563
Switzerland,Austria,2012,645
Switzerland,Austria,2013,655
Switzerland,Austria,2014,643
Switzerland,Austria,2015,632
Switzerland,Austria,2016,671
Switzerland,Belgium,2008,253
Switzerland,Belgium,2009,195
Switzerland,Belgium,2010,244
Switzerland,Belgium,2011,260
Switzerland,Belgium,2012,203
Switzerland,Belgium,2013,207
Switzerland,Belgium,2014,187
Switzerland,Belgium,2015,154
Switzerland,Belgium,2016,183
Switzerland,Czech Republic,2003,53
Switzerland,Czech Republic,2004,75
Switzerland,Czech Republic,2005,45
Switzerland,Czech Republic,2006,25
Switzerland,Czech Republic,2007,65
Switzerland,Czech Republic,2008,49
Switzerland,Czech Republic,2009,32
Switzerland,Czech Republic,2010,35
Switzerland,Czech Republic,2011,18
Switzerland,Czech Republic,2012,25
Switzerland,Czech Republic,2013,27
Switzerland,Czech Republic,2014,34
Switzerland,Czech Republic,2015,31
Switzerland,Czech Republic,2016,33
Switzerland,Denmark,2000,47
Switzerland,Denmark,2001,50
Switzerland,Denmark,2002,54
Switzerland,Denmark,2003,57
Switzerland,Denmark,2004,70
Switzerland,Denmark,2005,96
Switzerland,Denmark,2006,113
Switzerland,Denmark,2007,121
Switzerland,Denmark,2008,93
Switzerland,Denmark,2009,70
Switzerland,Denmark,2010,103
Switzerland,Denmark,2011,88
Switzerland,Denmark,2012,99
Switzerland,Denmark,2013,89
Switzerland,Denmark,2014,140
Switzerland,Denmark,2015,128
Switzerland,Denmark,2016,128
Switzerland,Finland,2000,23
Switzerland,Finland,2001,24
Switzerland,Finland,2002,20
Switzerland,Finland,2003,24
Switzerland,Finland,2004,33
Switzerland,Finland,2005,34
Switzerland,Finland,2006,42
Switzerland,Finland,2007,45
Switzerland,Finland,2008,47
Switzerland,Finland,2009,32
Switzerland,Finland,2010,38
Switzerland,Finland,2011,35
Switzerland,Finland,2012,53
Switzerland,Finland,2013,25
Switzerland,Finland,2014,40
Switzerland,Finland,2015,41
Switzerland,Finland,2016,47
Switzerland,France,2000,1423
Switzerland,France,2001,1436
Switzerland,France,2002,1081
Switzerland,France,2003,329
Switzerland,France,2004,72
Switzerland,France,2005,2
Switzerland,France,2006,0
Switzerland,France,2007,0
Switzerland,France,2008,0
Switzerland,France,2009,0
Switzerland,France,2010,0
Switzerland,France,2011,0
Switzerland,France,2012,0
Switzerland,France,2013,0
Switzerland,France,2014,0
Switzerland,France,2016,0
Switzerland,Germany,2000,3408
Switzerland,Germany,2001,3168
Switzerland,Germany,2002,3400
Switzerland,Germany,2003,3241
Switzerland,Germany,2004,3450
Switzerland,Germany,2005,3327
Switzerland,Germany,2006,4535
Switzerland,Germany,2007,4425
Switzerland,Germany,2008,3626
Switzerland,Germany,2009,3569
Switzerland,Germany,2010,3614
Switzerland,Germany,2011,3856
Switzerland,Germany,2012,4096
Switzerland,Germany,2013,4176
Switzerland,Germany,2014,4245
Switzerland,Germany,2015,4282
Switzerland,Germany,2016,4292
Switzerland,Hungary,2000,75
Switzerland,Hungary,2001,65
Switzerland,Hungary,2002,52
Switzerland,Hungary,2003,54
Switzerland,Hungary,2004,63
Switzerland,Hungary,2005,30
Switzerland,Hungary,2006,76
Switzerland,Hungary,2007,45
Switzerland,Hungary,2008,109
Switzerland,Hungary,2009,125
Switzerland,Hungary,2010,90
Switzerland,Hungary,2011,111
Switzerland,Hungary,2012,98
Switzerland,Hungary,2013,108
Switzerland,Hungary,2014,106
Switzerland,Hungary,2015,115
Switzerland,Hungary,2016,135
Switzerland,Iceland,2000,11
Switzerland,Iceland,2001,6
Switzerland,Iceland,2002,14
Switzerland,Iceland,2003,5
Switzerland,Iceland,2004,15
Switzerland,Iceland,2005,14
Switzerland,Iceland,2006,13
Switzerland,Iceland,2007,19
Switzerland,Iceland,2008,28
Switzerland,Iceland,2009,18
Switzerland,Iceland,2010,12
Switzerland,Iceland,2011,20
Switzerland,Iceland,2012,11
Switzerland,Iceland,2013,11
Switzerland,Iceland,2014,22
Switzerland,Iceland,2015,29
Switzerland,Iceland,2016,22
Switzerland,Italy,2000,501
Switzerland,Italy,2001,502
Switzerland,Italy,2002,496
Switzerland,Italy,2003,479
Switzerland,Italy,2004,676
Switzerland,Italy,2005,495
Switzerland,Italy,2006,466
Switzerland,Italy,2007,673
Switzerland,Italy,2008,567
Switzerland,Italy,2009,487
Switzerland,Italy,2010,443
Switzerland,Italy,2011,375
Switzerland,Italy,2012,350
Switzerland,Italy,2013,393
Switzerland,Italy,2014,319
Switzerland,Italy,2015,283
Switzerland,Italy,2016,361
Switzerland,Luxembourg,2000,36
Switzerland,Luxembourg,2001,31
Switzerland,Luxembourg,2002,32
Switzerland,Luxembourg,2003,43
Switzerland,Luxembourg,2004,21
Switzerland,Luxembourg,2005,52
Switzerland,Luxembourg,2006,64
Switzerland,Luxembourg,2007,75
Switzerland,Luxembourg,2008,48
Switzerland,Luxembourg,2009,41
Switzerland,Luxembourg,2010,40
Switzerland,Luxembourg,2011,68
Switzerland,Luxembourg,2012,47
Switzerland,Luxembourg,2013,58
Switzerland,Luxembourg,2014,53
Switzerland,Luxembourg,2015,47
Switzerland,Luxembourg,2016,46
Switzerland,Netherlands,2000,240
Switzerland,Netherlands,2001,189
Switzerland,Netherlands,2002,218
Switzerland,Netherlands,2003,184
Switzerland,Netherlands,2004,197
Switzerland,Netherlands,2005,198
Switzerland,Netherlands,2006,261
Switzerland,Netherlands,2007,277
Switzerland,Netherlands,2008,288
Switzerland,Netherlands,2009,311
Switzerland,Netherlands,2010,364
Switzerland,Netherlands,2011,376
Switzerland,Netherlands,2012,363
Switzerland,Netherlands,2013,375
Switzerland,Netherlands,2014,430
Switzerland,Netherlands,2015,448
Switzerland,Netherlands,2016,539
Switzerland,Norway,2000,53
Switzerland,Norway,2001,54
Switzerland,Norway,2002,39
Switzerland,Norway,2003,64
Switzerland,Norway,2004,51
Switzerland,Norway,2005,64
Switzerland,Norway,2006,77
Switzerland,Norway,2007,90
Switzerland,Norway,2008,111
Switzerland,Norway,2009,101
Switzerland,Norway,2010,106
Switzerland,Norway,2011,136
Switzerland,Norway,2012,128
Switzerland,Norway,2013,96
Switzerland,Norway,2014,90
Switzerland,Norway,2015,105
Switzerland,Norway,2016,116
Switzerland,Poland,2000,39
Switzerland,Poland,2001,59
Switzerland,Poland,2002,46
Switzerland,Poland,2003,51
Switzerland,Poland,2004,50
Switzerland,Poland,2005,36
Switzerland,Poland,2006,29
Switzerland,Poland,2007,59
Switzerland,Poland,2008,46
Switzerland,Poland,2009,44
Switzerland,Poland,2010,28
Switzerland,Poland,2011,40
Switzerland,Poland,2012,40
Switzerland,Poland,2013,53
Switzerland,Poland,2014,53
Switzerland,Poland,2015,36
Switzerland,Poland,2016,39
Switzerland,Slovak Republic,2003,10
Switzerland,Slovak Republic,2004,28
Switzerland,Slovak Republic,2005,31
Switzerland,Slovak Republic,2006,37
Switzerland,Slovak Republic,2007,43
Switzerland,Slovak Republic,2008,40
Switzerland,Slovak Republic,2009,40
Switzerland,Slovak Republic,2010,36
Switzerland,Slovak Republic,2011,17
Switzerland,Slovak Republic,2012,14
Switzerland,Slovak Republic,2013,5
Switzerland,Slovak Republic,2014,10
Switzerland,Slovak Republic,2015,9
Switzerland,Slovak Republic,2016,14
Switzerland,Spain,2000,1001
Switzerland,Spain,2001,907
Switzerland,Spain,2002,943
Switzerland,Spain,2003,895
Switzerland,Spain,2004,1294
Switzerland,Spain,2005,1412
Switzerland,Spain,2006,1557
Switzerland,Spain,2007,1454
Switzerland,Spain,2008,906
Switzerland,Spain,2009,871
Switzerland,Spain,2010,890
Switzerland,Spain,2011,876
Switzerland,Spain,2012,937
Switzerland,Spain,2013,869
Switzerland,Spain,2014,910
Switzerland,Spain,2015,1031
Switzerland,Spain,2016,1125
Switzerland,Sweden,2000,95
Switzerland,Sweden,2001,80
Switzerland,Sweden,2002,88
Switzerland,Sweden,2003,88
Switzerland,Sweden,2004,81
Switzerland,Sweden,2005,88
Switzerland,Sweden,2006,101
Switzerland,Sweden,2007,114
Switzerland,Sweden,2008,163
Switzerland,Sweden,2009,142
Switzerland,Sweden,2010,119
Switzerland,Sweden,2011,182
Switzerland,Sweden,2012,128
Switzerland,Sweden,2013,114
Switzerland,Sweden,2014,120
Switzerland,Sweden,2015,174
Switzerland,Sweden,2016,184
Switzerland,United Kingdom,2000,0
Switzerland,United Kingdom,2001,265
Switzerland,United Kingdom,2011,1000
Switzerland,United Kingdom,2012,1000
Switzerland,United Kingdom,2013,1000
Switzerland,United Kingdom,2014,1000
Switzerland,United Kingdom,2015,3000
Switzerland,Estonia,2004,0
Switzerland,Estonia,2005,6
Switzerland,Estonia,2006,5
Switzerland,Estonia,2007,4
Switzerland,Estonia,2008,3
Switzerland,Estonia,2009,2
Switzerland,Estonia,2010,2
Switzerland,Estonia,2011,0
Switzerland,Estonia,2012,0
Switzerland,Estonia,2013,0
Switzerland,Estonia,2014,0
Switzerland,Estonia,2015,14
Switzerland,Estonia,2016,17
Switzerland,Slovenia,2007,35
Switzerland,Slovenia,2008,14
Switzerland,Slovenia,2009,14
Switzerland,Slovenia,2010,11
Switzerland,Slovenia,2011,13
Switzerland,Slovenia,2012,15
Switzerland,Slovenia,2013,15
Switzerland,Slovenia,2014,13
Switzerland,Slovenia,2015,10
Switzerland,Slovenia,2016,9
United Kingdom,Austria,2000,934
United Kingdom,Austria,2001,1022
United Kingdom,Austria,2002,887
United Kingdom,Austria,2003,1028
United Kingdom,Austria,2004,1084
United Kingdom,Austria,2005,1113
United Kingdom,Austria,2006,1062
United Kingdom,Austria,2007,1150
United Kingdom,Austria,2008,1259
United Kingdom,Austria,2009,1136
United Kingdom,Austria,2010,1227
United Kingdom,Austria,2011,1295
United Kingdom,Austria,2012,1225
United Kingdom,Austria,2013,1398
United Kingdom,Austria,2014,1373
United Kingdom,Austria,2015,1401
United Kingdom,Austria,2016,1452
United Kingdom,Belgium,2000,3225
United Kingdom,Belgium,2001,2660
United Kingdom,Belgium,2002,2543
United Kingdom,Belgium,2003,2496
United Kingdom,Belgium,2004,2364
United Kingdom,Belgium,2005,2213
United Kingdom,Belgium,2006,2015
United Kingdom,Belgium,2007,2042
United Kingdom,Belgium,2008,2363
United Kingdom,Belgium,2009,1894
United Kingdom,Belgium,2010,2205
United Kingdom,Belgium,2011,2061
United Kingdom,Belgium,2012,1999
United Kingdom,Belgium,2013,1993
United Kingdom,Belgium,2014,1638
United Kingdom,Belgium,2015,1739
United Kingdom,Belgium,2016,1572
United Kingdom,Czech Republic,2003,404
United Kingdom,Czech Republic,2004,573
United Kingdom,Czech Republic,2005,425
United Kingdom,Czech Republic,2006,269
United Kingdom,Czech Republic,2007,733
United Kingdom,Czech Republic,2008,716
United Kingdom,Czech Republic,2009,387
United Kingdom,Czech Republic,2010,316
United Kingdom,Czech Republic,2011,276
United Kingdom,Czech Republic,2012,262
United Kingdom,Czech Republic,2013,355
United Kingdom,Czech Republic,2014,366
United Kingdom,Czech Republic,2015,323
United Kingdom,Czech Republic,2016,356
United Kingdom,Denmark,2000,785
United Kingdom,Denmark,2001,836
United Kingdom,Denmark,2002,679
United Kingdom,Denmark,2003,737
United Kingdom,Denmark,2004,677
United Kingdom,Denmark,2005,732
United Kingdom,Denmark,2006,855
United Kingdom,Denmark,2007,933
United Kingdom,Denmark,2008,983
United Kingdom,Denmark,2009,860
United Kingdom,Denmark,2010,975
United Kingdom,Denmark,2011,1064
United Kingdom,Denmark,2012,1035
United Kingdom,Denmark,2013,1139
United Kingdom,Denmark,2014,1229
United Kingdom,Denmark,2015,1404
United Kingdom,Denmark,2016,1404
United Kingdom,Finland,2000,246
United Kingdom,Finland,2001,270
United Kingdom,Finland,2002,315
United Kingdom,Finland,2003,265
United Kingdom,Finland,2004,296
United Kingdom,Finland,2005,308
United Kingdom,Finland,2006,285
United Kingdom,Finland,2007,367
United Kingdom,Finland,2008,327
United Kingdom,Finland,2009,282
United Kingdom,Finland,2010,260
United Kingdom,Finland,2011,344
United Kingdom,Finland,2012,385
United Kingdom,Finland,2013,354
United Kingdom,Finland,2014,421
United Kingdom,Finland,2015,343
United Kingdom,Finland,2016,378
United Kingdom,France,2000,0
United Kingdom,France,2001,0
United Kingdom,France,2002,0
United Kingdom,France,2003,0
United Kingdom,France,2004,0
United Kingdom,France,2005,0
United Kingdom,France,2006,0
United Kingdom,France,2007,0
United Kingdom,France,2008,0
United Kingdom,France,2009,0
United Kingdom,France,2010,0
United Kingdom,France,2011,0
United Kingdom,France,2012,0
United Kingdom,France,2013,10448
United Kingdom,France,2014,9341
United Kingdom,France,2015,9760
United Kingdom,France,2016,11567
United Kingdom,Germany,2000,12071
United Kingdom,Germany,2001,11153
United Kingdom,Germany,2002,9753
United Kingdom,Germany,2003,8489
United Kingdom,Germany,2004,8320
United Kingdom,Germany,2005,7853
United Kingdom,Germany,2006,8303
United Kingdom,Germany,2007,8443
United Kingdom,Germany,2008,8592
United Kingdom,Germany,2009,8635
United Kingdom,Germany,2010,9173
United Kingdom,Germany,2011,9767
United Kingdom,Germany,2012,10466
United Kingdom,Germany,2013,10836
United Kingdom,Germany,2014,10796
United Kingdom,Germany,2015,10726
United Kingdom,Germany,2016,11485
United Kingdom,Hungary,2000,149
United Kingdom,Hungary,2001,158
United Kingdom,Hungary,2002,326
United Kingdom,Hungary,2003,396
United Kingdom,Hungary,2004,68
United Kingdom,Hungary,2005,707
United Kingdom,Hungary,2006,63
United Kingdom,Hungary,2007,68
United Kingdom,Hungary,2008,421
United Kingdom,Hungary,2009,335
United Kingdom,Hungary,2010,332
United Kingdom,Hungary,2011,395
United Kingdom,Hungary,2012,324
United Kingdom,Hungary,2013,378
United Kingdom,Hungary,2014,384
United Kingdom,Hungary,2015,414
United Kingdom,Hungary,2016,435
United Kingdom,Iceland,2000,77
United Kingdom,Iceland,2001,83
United Kingdom,Iceland,2002,62
United Kingdom,Iceland,2003,40
United Kingdom,Iceland,2004,46
United Kingdom,Iceland,2005,75
United Kingdom,Iceland,2006,77
United Kingdom,Iceland,2007,92
United Kingdom,Iceland,2008,117
United Kingdom,Iceland,2009,107
United Kingdom,Iceland,2010,107
United Kingdom,Iceland,2011,123
United Kingdom,Iceland,2012,84
United Kingdom,Iceland,2013,113
United Kingdom,Iceland,2014,128
United Kingdom,Iceland,2015,161
United Kingdom,Iceland,2016,205
United Kingdom,Ireland,2000,8400
United Kingdom,Ireland,2001,9000
United Kingdom,Ireland,2002,7400
United Kingdom,Ireland,2003,9100
United Kingdom,Ireland,2004,7400
United Kingdom,Ireland,2005,8900
United Kingdom,Ireland,2006,9900
United Kingdom,Ireland,2007,4300
United Kingdom,Ireland,2008,6800
United Kingdom,Ireland,2009,3900
United Kingdom,Ireland,2010,2500
United Kingdom,Ireland,2011,4100
United Kingdom,Ireland,2012,3900
United Kingdom,Ireland,2013,4100
United Kingdom,Ireland,2014,4200
United Kingdom,Ireland,2015,5000
United Kingdom,Ireland,2016,5900
United Kingdom,Italy,2000,1380
United Kingdom,Italy,2001,1625
United Kingdom,Italy,2002,1660
United Kingdom,Italy,2003,1708
United Kingdom,Italy,2004,1800
United Kingdom,Italy,2005,1958
United Kingdom,Italy,2006,1899
United Kingdom,Italy,2007,2555
United Kingdom,Italy,2008,2244
United Kingdom,Italy,2009,1939
United Kingdom,Italy,2010,1568
United Kingdom,Italy,2011,1591
United Kingdom,Italy,2012,1548
United Kingdom,Italy,2013,1235
United Kingdom,Italy,2014,1328
United Kingdom,Italy,2015,1482
United Kingdom,Italy,2016,1712
United Kingdom,Luxembourg,2000,470
United Kingdom,Luxembourg,2001,467
United Kingdom,Luxembourg,2002,354
United Kingdom,Luxembourg,2003,315
United Kingdom,Luxembourg,2004,272
United Kingdom,Luxembourg,2005,351
United Kingdom,Luxembourg,2006,405
United Kingdom,Luxembourg,2007,400
United Kingdom,Luxembourg,2008,489
United Kingdom,Luxembourg,2009,446
United Kingdom,Luxembourg,2010,415
United Kingdom,Luxembourg,2011,427
United Kingdom,Luxembourg,2012,439
United Kingdom,Luxembourg,2013,467
United Kingdom,Luxembourg,2014,502
United Kingdom,Luxembourg,2015,452
United Kingdom,Luxembourg,2016,457
United Kingdom,Netherlands,2000,5855
United Kingdom,Netherlands,2001,5886
United Kingdom,Netherlands,2002,4829
United Kingdom,Netherlands,2003,4079
United Kingdom,Netherlands,2004,3553
United Kingdom,Netherlands,2005,3195
United Kingdom,Netherlands,2006,3583
United Kingdom,Netherlands,2007,4004
United Kingdom,Netherlands,2008,4731
United Kingdom,Netherlands,2009,4422
United Kingdom,Netherlands,2010,4366
United Kingdom,Netherlands,2011,4434
United Kingdom,Netherlands,2012,4704
United Kingdom,Netherlands,2013,5122
United Kingdom,Netherlands,2014,5265
United Kingdom,Netherlands,2015,5766
United Kingdom,Netherlands,2016,6521
United Kingdom,Norway,2000,812
United Kingdom,Norway,2001,862
United Kingdom,Norway,2002,835
United Kingdom,Norway,2003,638
United Kingdom,Norway,2004,917
United Kingdom,Norway,2005,848
United Kingdom,Norway,2006,971
United Kingdom,Norway,2007,1144
